date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:15:30	168/168	---M--	200	added ('OK')	image/png	etag:%221fc5996-a8-50b55503f3a80%22	http://tiqbiz.com/in/wp-content/plugins/js_composer/assets/images/toggle_close.png	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/wp-content/plugins/js_composer/assets/images/toggle_close.png	(from http://tiqbiz.com/in/wp-content/plugins/js_composer/assets/css/js_composer.css?ver=4.3.3)
21:15:31	198/198	---M--	200	added ('OK')	image/png	etag:%221fc5994-c6-50b555020b600%22	http://tiqbiz.com/in/wp-content/plugins/js_composer/assets/images/flickr.png	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/wp-content/plugins/js_composer/assets/images/flickr.png	(from http://tiqbiz.com/in/wp-content/plugins/js_composer/assets/css/js_composer.css?ver=4.3.3)
21:15:35	20335/20335	---M--	200	added ('OK')	text/plain	etag:%221fc5989-4f6f-50b563b53e480%22	http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/bootstrap/fonts/glyphicons-halflings-regular.eot	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/wp-content/themes/kane/assets/vendor/bootstrap/fonts/glyphicons-halflings-regular.eot	(from http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/bootstrap/css/bootstrap.css?ver=4.0)
21:15:36	20335/20335	---M--	200	added ('OK')	text/plain	etag:%221fc5989-4f6f-50b563b53e480%22	http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/bootstrap/fonts/glyphicons-halflings-regular.eot?	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/wp-content/themes/kane/assets/vendor/bootstrap/fonts/glyphicons-halflings-regulard41d.eot	(from http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/bootstrap/css/bootstrap.css?ver=4.0)
21:15:36	23320/23320	---M--	200	added ('OK')	application/x-font-woff	etag:%221fc59b9-5b18-50b563b81ab40%22	http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/bootstrap/fonts/glyphicons-halflings-regular.woff	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/wp-content/themes/kane/assets/vendor/bootstrap/fonts/glyphicons-halflings-regular.woff	(from http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/bootstrap/css/bootstrap.css?ver=4.0)
21:15:39	62927/62927	---M--	200	added ('OK')	image/svg+xml	etag:%221fc598d-f5cf-50b563b6326c0%22	http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/bootstrap/fonts/glyphicons-halflings-regular.svg	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/wp-content/themes/kane/assets/vendor/bootstrap/fonts/glyphicons-halflings-regular.svg	(from http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/bootstrap/css/bootstrap.css?ver=4.0)
21:15:40	7303/7303	---M--	200	added ('OK')	image/gif	etag:%221fc6717-1c87-50b564deca280%22	http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/nivo-lightbox/themes/default/loading.gif	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/wp-content/themes/kane/assets/vendor/nivo-lightbox/themes/default/loading.gif	(from http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/nivo-lightbox/themes/default/default.css?ver=4.0)
21:15:40	3184/3184	---M--	200	added ('OK')	image/png	etag:%221fc671b-c70-50b564e29ab80%22	http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/nivo-lightbox/themes/default/prev.png	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/wp-content/themes/kane/assets/vendor/nivo-lightbox/themes/default/prev.png	(from http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/nivo-lightbox/themes/default/default.css?ver=4.0)
21:15:41	3193/3193	---M--	200	added ('OK')	image/png	etag:%221fc6719-c79-50b564dfbe4c0%22	http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/nivo-lightbox/themes/default/next.png	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/wp-content/themes/kane/assets/vendor/nivo-lightbox/themes/default/next.png	(from http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/nivo-lightbox/themes/default/default.css?ver=4.0)
21:15:42	41280/41280	---M--	200	added ('OK')	application/x-font-ttf	etag:%221fc59a4-a140-50b563b726900%22	http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/bootstrap/fonts/glyphicons-halflings-regular.ttf	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/wp-content/themes/kane/assets/vendor/bootstrap/fonts/glyphicons-halflings-regular.ttf	(from http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/bootstrap/css/bootstrap.css?ver=4.0)
21:15:42	2949/2949	---M--	200	added ('OK')	image/png	etag:%221fc6714-b85-50b564ddd6040%22	http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/nivo-lightbox/themes/default/close.png	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/wp-content/themes/kane/assets/vendor/nivo-lightbox/themes/default/close.png	(from http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/nivo-lightbox/themes/default/default.css?ver=4.0)
21:15:43	4224/4224	---M--	200	added ('OK')	image/png	etag:%221fc671c-1080-50b564e1a6940%22	http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/nivo-lightbox/themes/default/prev@2x.png	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/wp-content/themes/kane/assets/vendor/nivo-lightbox/themes/default/prev@2x.png	(from http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/nivo-lightbox/themes/default/default.css?ver=4.0)
21:15:44	4235/4235	---M--	200	added ('OK')	image/png	etag:%221fc671a-108b-50b564e0b2700%22	http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/nivo-lightbox/themes/default/next@2x.png	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/wp-content/themes/kane/assets/vendor/nivo-lightbox/themes/default/next@2x.png	(from http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/nivo-lightbox/themes/default/default.css?ver=4.0)
21:15:44	18134/18134	---M--	200	added ('OK')	image/gif	etag:%221fc6718-46d6-50b564dfbe4c0%22	http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/nivo-lightbox/themes/default/loading@2x.gif	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/wp-content/themes/kane/assets/vendor/nivo-lightbox/themes/default/loading@2x.gif	(from http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/nivo-lightbox/themes/default/default.css?ver=4.0)
21:15:44	3097/3097	---M--	200	added ('OK')	image/png	etag:%221fc6715-c19-50b564ddd6040%22	http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/nivo-lightbox/themes/default/close@2x.png	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/wp-content/themes/kane/assets/vendor/nivo-lightbox/themes/default/close@2x.png	(from http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/nivo-lightbox/themes/default/default.css?ver=4.0)
21:15:45	116/116	---M--	200	added ('OK')	image/png	etag:%221fc5af2-74-50b559de96e40%22	http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/owl-carousel/grabbing.png	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/wp-content/themes/kane/assets/vendor/owl-carousel/grabbing.png	(from http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/owl-carousel/owl.carousel.css?ver=4.0)
21:15:46	1517/1517	---M--	200	added ('OK')	image/gif	etag:%221fc5af1-5ed-50b559de96e40%22	http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/owl-carousel/AjaxLoader.gif	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/wp-content/themes/kane/assets/vendor/owl-carousel/AjaxLoader.gif	(from http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/owl-carousel/owl.theme.css?ver=4.0)
21:15:55	59572/59572	---M--	200	added ('OK')	text/plain	etag:%221fc59e4-e8b4-50b563c1a41c0%22	http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/elegant-icons/fonts/ElegantIcons.eot	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/wp-content/themes/kane/assets/vendor/elegant-icons/fonts/ElegantIcons.eot	(from http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/elegant-icons/style.css?ver=4.0)
21:15:56	59388/59388	---M--	200	added ('OK')	application/x-font-ttf	etag:%221fc59f2-e7fc-50b563c38c640%22	http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/elegant-icons/fonts/ElegantIcons.ttf	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/wp-content/themes/kane/assets/vendor/elegant-icons/fonts/ElegantIcons.ttf	(from http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/elegant-icons/style.css?ver=4.0)
21:15:56	59572/59572	---M--	200	added ('OK')	text/plain	etag:%221fc59e4-e8b4-50b563c1a41c0%22	http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/elegant-icons/fonts/ElegantIcons.eot?	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/wp-content/themes/kane/assets/vendor/elegant-icons/fonts/ElegantIconsd41d.eot	(from http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/elegant-icons/style.css?ver=4.0)
21:16:01	2548/2548	---M--	200	added ('OK')	text/plain	etag:%221fc5879-9f4-50b5639e5ae80%22	http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/app-icons/fonts/app-icons.eot	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/wp-content/themes/kane/assets/vendor/app-icons/fonts/app-icons.eot	(from http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/app-icons/styles.css?ver=4.0)
21:16:03	2548/2548	---M--	200	added ('OK')	text/plain	etag:%221fc5879-9f4-50b5639e5ae80%22	http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/app-icons/fonts/app-icons.eot?	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/wp-content/themes/kane/assets/vendor/app-icons/fonts/app-iconsd41d.eot	(from http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/app-icons/styles.css?ver=4.0)
21:16:03	1238242/1238242	---M--	200	added ('OK')	application/pdf	etag:%221fc64ff-12e4e2-50b560ce54bc0%22	http://tiqbiz.com/in/wp-content/uploads/sites/6/2014/11/tiqbiz_install-apple.pdf	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/wp-content/uploads/sites/6/2014/11/tiqbiz_install-apple.pdf	(from http://tiqbiz.com/in/)
21:16:07	1612/1612	---M--	200	added ('OK')	application/x-font-woff	etag:%221fc589b-64c-50b563a043300%22	http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/app-icons/fonts/app-icons.woff	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/wp-content/themes/kane/assets/vendor/app-icons/fonts/app-icons.woff	(from http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/app-icons/styles.css?ver=4.0)
21:16:07	2380/2380	---M--	200	added ('OK')	application/x-font-ttf	etag:%221fc589f-94c-50b563a043300%22	http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/app-icons/fonts/app-icons.ttf	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/wp-content/themes/kane/assets/vendor/app-icons/fonts/app-icons.ttf	(from http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/app-icons/styles.css?ver=4.0)
21:16:09	3536/3536	---M--	200	added ('OK')	text/plain	etag:%221fc5a09-dd0-50b563cb2d840%22	http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/video-js/font/vjs.eot	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/wp-content/themes/kane/assets/vendor/video-js/font/vjs.eot	(from http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/video-js/video-js.css?ver=4.0)
21:16:09	63664/63664	---M--	200	added ('OK')	application/x-font-woff	etag:%221fc59f3-f8b0-50b563c668d00%22	http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/elegant-icons/fonts/ElegantIcons.woff	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/wp-content/themes/kane/assets/vendor/elegant-icons/fonts/ElegantIcons.woff	(from http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/elegant-icons/style.css?ver=4.0)
21:16:10	3536/3536	---M--	200	added ('OK')	text/plain	etag:%221fc5a09-dd0-50b563cb2d840%22	http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/video-js/font/vjs.eot?	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/wp-content/themes/kane/assets/vendor/video-js/font/vjsd41d.eot	(from http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/video-js/video-js.css?ver=4.0)
21:16:10	2707/2707	---M--	200	added ('OK')	image/svg+xml	etag:%221fc587b-a93-50b5639f4f0c0%22	http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/app-icons/fonts/app-icons.svg	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/wp-content/themes/kane/assets/vendor/app-icons/fonts/app-icons.svg	(from http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/app-icons/styles.css?ver=4.0)
21:16:11	4228/4228	---M--	200	added ('OK')	application/x-font-woff	etag:%221fc5c63-1084-50b563cd15cc0%22	http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/video-js/font/vjs.woff	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/wp-content/themes/kane/assets/vendor/video-js/font/vjs.woff	(from http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/video-js/video-js.css?ver=4.0)
21:16:12	3372/3372	---M--	200	added ('OK')	application/x-font-ttf	etag:%221fc5a1e-d2c-50b563cd15cc0%22	http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/video-js/font/vjs.ttf	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/wp-content/themes/kane/assets/vendor/video-js/font/vjs.ttf	(from http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/video-js/video-js.css?ver=4.0)
21:16:12	277297/277297	---M--	200	added ('OK')	image/svg+xml	etag:%221fc59f1-43b31-50b563c574ac0%22	http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/elegant-icons/fonts/ElegantIcons.svg	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/wp-content/themes/kane/assets/vendor/elegant-icons/fonts/ElegantIcons.svg	(from http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/elegant-icons/style.css?ver=4.0)
21:16:13	1075/1075	---M--	200	added ('OK')	image/png	etag:%221fc58b6-433-50b563a507e40%22	http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/bigvideo/css/bigvideo.png	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/wp-content/themes/kane/assets/vendor/bigvideo/css/bigvideo.png	(from http://tiqbiz.com/in/wp-content/themes/kane/assets/vendor/bigvideo/css/bigvideo.css?ver=4.0)
21:16:14	18744/18744	---M--	200	added ('OK')	text/plain	etag:%221fc5a8a-4938-50b559c2eed00%22	http://tiqbiz.com/in/wp-content/themes/kane/assets/fonts/lane/lanenar_Lane.eot	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/wp-content/themes/kane/assets/fonts/lane/lanenar_Lane.eot	(from http://tiqbiz.com/in/wp-content/themes/kane/style.css?ver=4.0)
21:16:15	18744/18744	---M--	200	added ('OK')	text/plain	etag:%221fc5a8a-4938-50b559c2eed00%22	http://tiqbiz.com/in/wp-content/themes/kane/assets/fonts/lane/lanenar_Lane.eot?	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/wp-content/themes/kane/assets/fonts/lane/lanenar_Laned41d.eot	(from http://tiqbiz.com/in/wp-content/themes/kane/style.css?ver=4.0)
21:16:16	22084/22084	---M--	200	added ('OK')	application/x-font-woff	etag:%221fc5ae4-5644-50b559c5cb3c0%22	http://tiqbiz.com/in/wp-content/themes/kane/assets/fonts/lane/lanenar_Lane.woff	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/wp-content/themes/kane/assets/fonts/lane/lanenar_Lane.woff	(from http://tiqbiz.com/in/wp-content/themes/kane/style.css?ver=4.0)
21:16:18	38016/38016	---M--	200	added ('OK')	application/x-font-ttf	etag:%221fc5ae3-9480-50b559c5cb3c0%22	http://tiqbiz.com/in/wp-content/themes/kane/assets/fonts/lane/lanenar_Lane.ttf	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/wp-content/themes/kane/assets/fonts/lane/lanenar_Lane.ttf	(from http://tiqbiz.com/in/wp-content/themes/kane/style.css?ver=4.0)
21:16:21	61350/61350	---M--	200	added ('OK')	image/svg+xml	etag:%221fc5ae2-efa6-50b559c3e2f40%22	http://tiqbiz.com/in/wp-content/themes/kane/assets/fonts/lane/lanenar_Lane.svg	C:/Users/dell%20pc/Desktop/tiqbiz/tiqbiz.com/in/wp-content/themes/kane/assets/fonts/lane/lanenar_Lane.svg	(from http://tiqbiz.com/in/wp-content/themes/kane/style.css?ver=4.0)
